eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,1200788,1200901,114,1569.3,74.4,310.9,101.3,25.4,407
L,1201405,1201430,26,313.2,81.2,444.8,82.5,2.7,170
R,1201403,1201431,29,325.8,81.4,490.3,101.3,3.4,214
R,1201642,1201668,27,477.8,85.0,638.6,99.3,3.4,235
L,1201642,1201669,28,446.2,73.5,597.6,85.2,3.1,199
R,1201988,1202013,26,637.4,95.6,500.4,90.2,2.9,183
L,1201988,1202014,27,598.8,87.1,467.6,91.3,2.7,164
R,1202142,1202174,33,500.6,93.2,787.8,106.9,6.0,323
L,1202144,1202175,32,474.2,90.1,742.8,97.0,5.6,264
R,1202307,1202459,153,805.2,143.4,742.3,158.4,1.4,295
L,1202288,1202487,200,758.1,96.4,689.5,41.4,1.9,378
L,1202677,1202696,20,676.8,85.7,617.6,84.4,1.2,79
R,1202679,1202699,21,715.0,107.1,642.2,102.5,1.5,96
R,1202811,1202836,26,630.9,100.6,467.2,90.3,3.4,241
L,1202810,1202837,28,615.5,87.5,447.7,93.9,3.5,222
R,1203036,1203091,56,477.6,97.5,1076.1,146.3,12.6,404
L,1203037,1203092,56,456.6,98.8,1038.3,99.7,12.2,381
L,1203369,1203392,24,1002.5,83.1,1118.7,65.3,2.5,160
R,1203368,1203393,26,1032.1,116.4,1154.5,116.0,2.6,169
R,1203535,1203559,25,1157.3,106.8,1299.9,102.6,3.0,207
L,1203536,1203560,25,1143.0,63.0,1270.7,47.2,2.7,183
L,1203778,1203798,21,1303.8,34.5,1379.6,32.5,1.6,105
R,1203776,1203798,23,1327.9,91.9,1421.3,92.0,1.9,132
L,1203972,1204036,65,1391.6,32.6,290.2,140.3,22.6,588
R,1203973,1204036,64,1418.4,88.7,326.4,143.6,22.3,584
L,1204297,1204323,27,321.3,158.8,495.6,151.5,3.6,230
R,1204296,1204324,29,343.6,143.6,533.1,156.4,3.9,287
R,1204423,1204548,126,532.1,161.3,703.8,164.4,3.6,688
L,1204425,1204574,150,511.3,171.2,683.3,110.7,3.8,284
R,1204799,1204823,25,694.9,166.7,810.8,176.4,2.5,184
L,1204800,1204824,25,679.6,147.8,787.0,160.6,2.3,149
L,1205082,1205111,30,793.0,171.5,610.1,158.3,3.9,254
R,1205084,1205111,28,802.4,181.9,620.7,182.3,3.8,268
L,1205371,1205391,21,625.9,171.0,707.0,171.3,1.7,116
R,1205369,1205391,23,619.7,183.8,730.3,189.1,2.3,175
L,1205439,1205465,27,723.9,170.7,873.1,167.7,3.2,231
R,1205439,1205473,35,735.7,186.5,879.8,187.0,3.1,291
L,1205771,1205799,29,871.8,175.8,1024.4,172.6,3.2,190
R,1205771,1205800,30,886.0,190.8,1037.9,199.9,3.2,198
R,1205878,1206027,150,1029.8,219.2,1065.7,159.6,1.5,407
R,1206056,1206080,25,1058.8,169.8,957.6,173.1,2.2,154
L,1205875,1206081,207,1017.0,195.1,921.2,152.5,2.2,673
R,1206326,1206355,30,945.2,176.5,1130.9,189.1,4.0,244
L,1206327,1206356,30,931.0,151.1,1109.5,160.3,3.8,221
L,1206549,1206571,23,1105.6,181.8,1189.8,175.4,1.8,134
R,1206548,1206571,24,1111.4,195.8,1206.3,192.5,2.0,148
L,1206725,1206748,24,1192.9,166.3,1296.3,156.8,2.2,159
R,1206722,1206748,27,1196.5,194.1,1320.9,188.6,2.6,180
R,1206873,1207034,162,1305.8,214.8,1316.8,169.1,1.0,600
L,1206868,1207045,178,1298.8,195.3,1278.0,108.4,1.9,514
L,1207188,1207218,31,1281.5,153.0,1468.3,152.9,3.9,199
R,1207187,1207218,32,1291.5,174.7,1487.4,186.0,4.1,222
L,1207461,1207538,78,1464.0,177.0,277.4,243.0,24.2,517
R,1207462,1207540,79,1470.4,184.3,291.7,238.5,24.0,486
L,1207868,1207896,29,322.7,258.8,518.3,267.7,4.0,257
R,1207867,1207896,30,324.0,244.3,537.7,259.3,4.4,293
L,1208231,1208246,16,540.9,274.4,589.1,271.2,1.0,81
R,1208231,1208246,16,552.3,259.9,602.2,258.5,1.0,91
R,1208467,1208491,25,611.9,249.5,765.8,255.7,3.2,202
L,1208468,1208493,26,600.0,272.3,740.9,277.6,3.0,176
L,1208677,1208695,19,773.6,274.0,838.8,277.3,1.4,92
R,1208675,1208696,22,790.9,249.5,873.2,254.0,1.8,126
L,1208860,1208881,22,867.9,278.9,966.4,279.8,2.1,135
R,1208859,1208881,23,895.6,241.4,1003.9,243.8,2.3,151
L,1209171,1209195,25,984.5,287.5,1107.5,287.5,2.6,170
R,1209170,1209199,30,1004.8,246.3,1156.3,248.7,3.2,177
R,1209372,1209391,20,1145.7,268.4,1218.8,261.5,1.6,115
L,1209374,1209393,20,1126.2,310.8,1195.7,300.1,1.5,100
R,1209586,1209604,19,1245.9,249.3,1310.5,243.1,1.4,97
L,1209587,1209606,20,1226.4,293.9,1284.7,279.2,1.3,87
R,1210104,1210124,21,1333.0,228.9,1421.1,229.6,1.8,128
L,1210104,1210126,23,1301.1,261.8,1395.7,257.2,2.0,122
L,1210263,1210285,23,1405.7,261.8,1505.4,262.0,2.0,137
R,1210263,1210287,25,1427.7,229.4,1550.5,238.0,2.5,163
R,1210618,1210638,21,1564.8,225.7,1659.6,234.1,1.9,133
L,1210619,1210639,21,1537.8,265.4,1626.3,267.1,1.8,117
L,1210859,1210877,19,1640.4,277.8,1560.4,290.2,1.6,126
R,1210858,1210877,20,1658.4,241.8,1574.0,250.8,1.7,131
L,1211028,1211104,77,1547.4,294.7,313.4,313.6,25.0,543
R,1211029,1211107,79,1565.2,254.5,337.7,293.1,24.9,509
L,1211236,1211252,17,349.0,330.5,302.7,350.3,1.0,89
R,1211235,1211252,18,344.9,300.9,295.3,327.4,1.1,96
L,1211435,1211467,33,311.5,378.9,541.6,395.5,4.7,275
R,1211435,1211467,33,302.2,352.3,553.2,364.7,5.2,323
L,1211766,1211790,25,575.9,427.4,696.2,442.6,2.5,171
R,1211764,1211790,27,551.8,411.1,697.0,420.8,3.0,212
L,1212000,1212031,32,719.8,447.0,521.1,431.0,4.2,217
R,1212000,1212032,33,695.7,427.1,503.6,422.3,4.0,223
L,1212155,1212180,26,543.8,437.4,703.6,436.7,3.4,193
R,1212153,1212181,29,510.4,418.0,697.4,414.4,3.9,224
L,1212375,1212395,21,769.6,439.9,857.8,445.8,1.9,139
R,1212374,1212396,23,739.7,417.4,856.1,413.4,2.5,188
R,1212505,1212643,139,858.7,425.9,1022.8,397.4,3.5,488
L,1212497,1212665,169,870.9,445.3,1015.7,413.6,3.2,746
R,1212736,1212891,156,1007.5,378.8,435.6,433.1,12.0,684
L,1212723,1212912,190,1006.4,399.0,422.2,408.1,12.2,659
L,1213039,1213058,20,425.5,427.3,365.1,434.1,1.2,108
R,1213039,1213059,21,421.3,403.0,354.4,417.9,1.4,113
R,1213309,1213686,378,364.8,446.3,591.2,392.5,4.8,1007
L,1213292,1213707,416,386.4,444.1,541.8,378.5,3.5,934
L,1213781,1213799,19,535.3,433.3,491.1,454.7,1.0,69
R,1213779,1213800,22,529.5,431.1,464.9,460.1,1.5,86
L,1214200,1214221,22,468.5,438.4,563.6,426.2,2.0,156
R,1214199,1214222,24,448.4,431.4,562.9,414.4,2.4,192
L,1214445,1214473,29,570.3,439.7,737.4,432.3,3.5,227
R,1214445,1214473,29,567.9,427.1,752.4,412.1,3.9,262
R,1214629,1214756,128,749.6,416.4,927.8,378.0,3.9,563
L,1214617,1214780,164,744.4,417.2,899.5,399.7,3.3,744
L,1214884,1214910,27,902.7,409.4,779.6,415.6,2.6,180
R,1214886,1214911,26,905.1,385.6,779.0,394.8,2.7,188
L,1215138,1215163,26,786.3,412.3,660.6,414.7,2.7,192
R,1215138,1215164,27,783.0,396.2,651.7,405.4,2.8,200
L,1215425,1215435,11,681.0,430.1,709.6,433.6,0.6,65
R,1215424,1215436,13,668.6,419.5,699.7,422.7,0.7,63
L,1215592,1215600,9,703.7,440.6,683.5,441.1,0.4,52
R,1215592,1215602,11,699.3,419.2,671.7,423.8,0.6,60
L,1215690,1215712,23,683.5,443.2,795.3,438.3,2.4,180
R,1215688,1215713,26,676.7,421.5,805.3,408.6,2.7,202
L,1215931,1215947,17,789.8,443.4,840.9,440.0,1.1,76
R,1215931,1215950,20,804.2,405.7,864.8,401.0,1.3,94
R,1216029,1216209,181,848.8,413.6,1038.4,431.4,4.0,1003
L,1216024,1216243,220,850.2,435.2,972.8,430.7,2.6,610
L,1216368,1216380,13,972.8,441.8,1013.3,431.6,0.9,85
R,1216366,1216381,16,985.5,415.6,1034.4,405.0,1.1,89
L,1216595,1216612,18,1017.3,417.6,955.4,420.7,1.3,102
R,1216593,1216614,22,1042.7,381.7,967.9,381.6,1.6,105
R,1216772,1216801,30,975.3,388.1,1174.3,389.2,4.2,268
L,1216773,1216802,30,960.2,417.6,1141.5,426.2,3.9,218
L,1217087,1217112,26,1146.5,429.3,1286.6,421.2,3.0,202
R,1217087,1217112,26,1179.4,391.6,1324.7,386.6,3.1,221
L,1217417,1217443,27,1296.8,429.2,1448.4,424.3,3.1,180
R,1217416,1217443,28,1321.9,386.0,1487.3,381.5,3.4,204
R,1217613,1217626,14,1487.8,388.2,1518.9,390.5,0.6,54
L,1217613,1217627,15,1468.0,416.2,1500.4,415.9,0.7,49
L,1217792,1217871,80,1500.4,419.3,351.8,502.2,23.5,489
R,1217792,1217875,84,1507.1,394.1,366.9,508.8,23.3,464
L,1218293,1218313,21,331.2,500.2,418.4,497.0,1.8,118
R,1218291,1218313,23,321.5,496.1,420.5,487.1,2.0,132
L,1218869,1218885,17,576.9,495.9,623.8,494.5,1.0,74
R,1218867,1218887,21,569.4,491.4,640.2,479.5,1.5,87
L,1219469,1219488,20,836.2,485.2,888.6,488.5,1.1,72
R,1219469,1219493,25,868.1,449.0,938.6,449.0,1.5,79
R,1219620,1219645,26,963.3,453.6,1038.9,449.6,1.6,76
L,1219621,1219648,28,932.0,488.4,1028.2,491.2,2.0,90
R,1219889,1219896,8,1139.0,426.2,1155.5,425.3,0.3,48
R,1220085,1220106,22,1211.2,432.4,1284.1,431.1,1.5,99
L,1220088,1220110,23,1189.6,473.4,1273.0,474.2,1.8,94
R,1220469,1220630,162,1398.8,441.2,1446.4,359.0,2.0,294
R,1220746,1220752,7,1418.4,393.6,1405.6,400.7,0.3,44
R,1220825,1220839,15,1392.3,424.6,1434.4,430.5,0.9,72
R,1221006,1221028,23,1453.8,394.2,1556.5,407.3,2.1,147
R,1221206,1221293,88,1562.8,408.5,331.1,560.9,25.1,486
R,1221427,1221441,15,354.6,573.7,315.0,581.8,0.8,65
R,1221678,1221698,21,308.7,581.4,393.3,572.8,1.7,134
R,1221786,1221996,211,400.6,563.9,382.7,525.1,0.9,780
L,1220439,1222079,1641,1353.8,415.3,290.7,502.2,21.8,304
L,1222135,1222147,13,339.1,459.6,349.7,419.3,0.9,70
L,1222505,1222526,22,291.0,479.4,387.8,495.4,2.0,148
R,1222505,1222526,22,296.4,512.4,399.0,533.3,2.1,176
R,1222624,1222784,161,398.7,558.8,516.9,543.3,2.4,524
L,1222596,1222816,221,394.4,489.0,505.5,506.3,2.3,520
L,1223187,1223208,22,528.3,526.8,615.9,519.2,1.8,126
R,1223186,1223208,23,542.5,525.2,626.5,522.0,1.8,122
R,1223461,1223652,192,628.0,516.4,723.7,517.3,2.0,1071
L,1223448,1223704,257,636.4,504.0,717.1,588.7,2.5,373
L,1224101,1224121,21,758.7,514.8,834.7,512.3,1.6,117
R,1224099,1224121,23,761.1,495.5,864.4,488.8,2.2,165
L,1224410,1224429,20,847.1,528.1,921.7,536.2,1.6,108
R,1224407,1224431,25,863.5,481.6,945.9,502.9,1.8,116
L,1224613,1224635,23,928.4,530.7,841.1,544.2,1.9,129
R,1224611,1224635,25,948.0,482.7,855.8,500.1,2.0,129
L,1224877,1224896,20,848.7,548.0,921.9,545.6,1.6,122
R,1224875,1224899,25,853.8,502.2,949.6,508.8,2.0,152
R,1224979,1225137,159,932.7,523.0,1038.6,465.6,2.5,866
L,1224970,1225170,201,927.0,545.7,991.5,485.7,1.9,491
R,1225335,1225364,30,972.7,478.6,792.6,485.1,3.8,203
L,1225333,1225367,35,979.2,519.3,793.2,536.7,4.0,191
L,1225549,1225575,27,808.7,540.4,682.4,535.0,2.7,174
R,1225552,1225577,26,801.1,493.9,661.5,499.6,3.0,219
R,1225845,1225890,46,670.6,519.6,962.9,523.5,6.2,276
L,1225847,1225893,47,695.8,549.4,949.8,560.0,5.4,280
R,1226039,1226053,15,945.3,540.8,986.6,531.9,0.9,79
L,1226039,1226055,17,943.3,581.7,986.3,577.5,0.9,67
L,1226194,1226212,19,1013.2,567.8,1062.4,570.8,1.1,65
R,1226191,1226212,22,1003.2,522.8,1067.8,524.4,1.4,75
L,1226398,1226421,24,1085.6,556.6,1196.4,561.0,2.3,163
R,1226396,1226421,26,1096.4,515.0,1215.9,513.9,2.5,173
R,1226599,1226622,24,1213.2,503.9,1316.2,507.3,2.2,137
L,1226600,1226625,26,1209.0,552.4,1317.4,551.6,2.3,112
R,1226781,1226800,20,1390.1,498.3,1443.1,497.1,1.1,71
L,1226784,1226803,20,1386.1,544.0,1439.6,544.8,1.1,69
L,1226951,1227027,77,1460.2,532.0,294.5,586.8,23.7,516
R,1226951,1227029,79,1468.7,489.5,323.2,578.1,23.3,482
L,1227118,1227134,17,321.0,608.8,268.6,608.3,1.1,74
R,1227122,1227135,14,324.7,588.9,285.5,593.1,0.8,77
L,1227374,1227400,27,303.2,636.6,442.4,625.4,2.8,175
R,1227374,1227400,27,298.5,617.0,452.0,610.7,3.1,200
R,1227547,1227752,206,477.8,601.8,606.5,626.2,2.7,965
L,1227530,1227783,254,447.3,622.2,541.0,704.2,2.6,409
R,1227935,1227954,20,587.7,572.3,658.2,563.5,1.5,112
L,1227935,1227973,39,598.2,628.4,651.0,605.9,1.2,107
L,1228155,1228176,22,650.1,593.7,740.3,602.5,1.9,126
R,1228154,1228176,23,651.3,561.8,749.8,571.3,2.1,153
R,1228359,1228378,20,737.5,573.6,810.6,583.8,1.6,113
L,1228360,1228378,19,737.4,610.7,815.4,622.4,1.7,114
R,1228590,1228602,13,858.9,579.3,892.0,580.3,0.7,61
L,1228596,1228605,10,866.7,619.6,893.4,616.7,0.6,66
L,1228807,1228815,9,952.8,614.3,973.8,618.8,0.5,62
R,1229005,1229014,10,1083.1,569.3,1114.1,572.2,0.7,72
L,1229385,1229405,21,1219.0,611.9,1265.2,608.0,1.0,65
R,1229386,1229407,22,1228.3,529.9,1280.7,530.9,1.1,62
L,1229966,1230054,89,1429.0,593.8,328.2,647.2,22.4,439
R,1229969,1230056,88,1462.9,523.9,424.0,625.5,21.3,399
L,1230131,1230147,17,378.3,648.2,317.3,655.3,1.2,87
R,1230133,1230151,19,421.6,622.0,354.6,642.0,1.4,96
R,1230504,1230531,28,296.9,645.1,478.9,662.8,3.7,255
L,1230505,1230532,28,297.7,668.1,444.3,701.7,3.0,183
L,1230735,1230760,26,459.3,704.7,601.5,699.6,2.9,200
R,1230733,1230760,28,479.1,662.3,638.2,677.8,3.3,229
L,1230950,1230972,23,632.4,705.2,732.9,702.8,2.1,145
R,1230948,1230973,26,636.3,676.5,759.4,678.3,2.6,175
R,1231166,1231190,25,751.9,666.5,861.6,667.4,2.3,165
L,1231167,1231191,25,733.1,699.8,849.8,693.1,2.5,173
L,1231454,1231476,23,849.9,683.3,779.7,681.5,1.5,87
R,1231455,1231478,24,854.1,666.9,773.8,661.7,1.7,99
R,1231525,1231752,228,784.5,663.2,936.7,654.8,3.2,1225
L,1231513,1231891,379,793.2,686.7,918.6,659.5,2.7,776
R,1231975,1231990,16,954.2,649.7,998.5,645.0,0.9,75
L,1231962,1232007,46,963.1,659.5,1030.7,737.3,2.2,120
L,1232198,1232207,10,1074.9,707.7,1093.5,688.6,0.6,64
R,1232610,1232628,19,1119.9,614.6,1189.6,599.5,1.5,111
L,1232610,1232629,20,1083.3,679.0,1159.9,677.0,1.6,100
L,1232833,1232847,15,1234.8,660.8,1268.1,659.6,0.7,54
R,1232815,1232948,134,1247.5,595.7,1326.6,620.4,1.7,206
R,1232974,1233010,37,1332.6,606.7,1349.4,631.1,0.6,66
R,1233374,1233381,8,1404.9,603.9,1425.3,605.6,0.4,58
L,1233375,1233382,8,1301.8,616.2,1327.0,612.7,0.5,67
R,1233527,1233532,6,1440.2,598.1,1450.0,610.6,0.3,44
L,1233526,1233540,15,1352.2,602.7,1382.2,618.7,0.7,57
L,1233776,1233788,13,1387.1,660.2,1374.1,693.0,0.7,60
L,1233832,1234020,189,1270.4,693.2,364.4,910.9,18.8,458
L,1234070,1234087,18,357.9,907.3,333.7,843.4,1.3,115
R,1233695,1234155,461,1512.2,633.3,212.8,872.4,26.4,501
L,1234103,1234221,119,308.8,821.2,275.0,701.7,2.5,103
R,1234181,1234280,100,216.6,867.9,228.4,792.8,1.5,280
L,1234349,1234353,5,260.0,704.4,256.4,689.7,0.3,45
R,1234362,1234369,8,262.6,771.4,260.5,736.9,0.7,87
L,1234409,1234418,10,241.9,714.1,246.7,691.3,0.5,60
L,1234496,1234520,25,234.6,703.0,358.1,731.9,2.5,172
R,1234499,1234520,22,248.4,739.9,369.7,755.8,2.4,172
R,1234634,1234717,84,406.9,759.0,1512.7,681.1,22.4,496
L,1234637,1234719,83,399.0,738.6,1452.3,709.9,21.3,452
L,1234879,1234895,17,1412.3,743.0,1439.3,736.3,0.6,39
L,1235141,1235149,9,1416.2,738.3,1395.3,736.7,0.4,53
L,1235176,1235272,97,1385.2,738.2,252.9,766.7,22.8,360
R,1235177,1235279,103,1416.8,685.6,312.3,791.5,22.3,338
L,1235650,1235656,7,295.4,766.2,308.4,773.0,0.3,43
R,1235641,1235661,21,267.6,783.6,338.5,781.1,1.4,84
R,1235716,1236074,359,366.6,777.1,341.5,763.6,0.6,585
L,1235733,1236081,349,336.3,777.0,267.9,709.6,1.9,572
L,1236535,1236546,12,344.6,777.1,333.3,796.6,0.5,42
R,1236538,1236546,9,348.6,783.8,337.7,800.2,0.4,48
L,1236615,1236650,36,337.8,806.5,489.8,832.0,3.1,272
R,1236614,1236650,37,345.6,811.3,506.2,832.1,3.3,318
L,1236857,1236888,32,509.2,844.5,725.0,828.0,4.4,254
R,1236857,1236888,32,525.1,843.2,755.2,822.8,4.7,324
L,1237190,1237216,27,734.4,828.0,786.1,668.5,3.5,250
R,1237190,1237217,28,736.1,822.0,799.8,663.6,3.5,269
R,1237570,1237597,28,791.5,677.0,944.9,674.6,3.2,210
L,1237570,1237598,29,817.1,685.9,971.8,684.7,3.3,196
L,1237692,1238351,660,980.0,685.3,913.6,637.6,1.7,776
R,1237698,1238351,654,944.3,681.5,974.7,636.8,1.1,357
L,1238863,1238891,29,954.7,715.3,781.4,691.3,3.7,251
R,1238864,1238891,28,948.5,701.5,785.9,685.5,3.4,234
L,1239147,1239172,26,783.6,693.9,644.2,693.9,2.9,210
R,1239148,1239173,26,787.1,684.9,657.0,699.0,2.7,191
R,1239390,1239440,51,657.6,681.3,1364.8,629.9,14.7,532
L,1239391,1239442,52,647.8,690.9,1356.9,655.2,14.8,488
L,1239605,1239627,23,1347.1,673.6,1429.9,616.2,2.1,167
R,1239604,1239628,25,1351.5,617.4,1441.0,572.5,2.1,171
L,1239880,1239939,60,1413.0,624.5,347.9,693.5,21.7,629
R,1239882,1239941,60,1417.8,564.6,344.5,706.2,22.0,599
L,1240078,1240087,10,346.1,715.0,347.1,698.7,0.3,40
R,1240244,1240273,30,358.3,678.8,582.9,675.2,4.6,308
L,1240244,1240274,31,361.8,704.9,566.9,680.3,4.2,258
L,1240404,1240547,144,589.1,657.6,1270.1,645.1,14.2,559
R,1240466,1240774,309,584.1,644.4,1363.5,566.9,16.2,508
L,1240580,1240780,201,1273.8,680.6,1367.1,599.4,2.6,1045
L,1241470,1241490,21,1358.4,650.4,1303.5,705.8,1.6,112
R,1241469,1241491,23,1347.2,643.5,1288.5,701.5,1.7,129
L,1241694,1241719,26,1316.6,716.5,1199.3,787.1,2.8,196
R,1241695,1241722,28,1294.1,694.4,1181.4,785.9,3.0,222
R,1241939,1241967,29,1173.1,769.8,1399.8,764.2,4.7,316
L,1241941,1241970,30,1188.6,792.2,1406.9,779.2,4.5,280
R,1242121,1242156,36,1410.5,756.4,961.2,762.0,9.3,467
L,1242120,1242159,40,1422.2,782.2,935.5,762.9,10.1,477
R,1242600,1242634,35,909.4,760.2,1195.1,745.5,6.0,324
L,1242601,1242636,36,925.1,768.0,1196.4,774.8,5.7,266
R,1242801,1242828,28,1201.4,742.1,1441.6,736.0,5.0,332
L,1242803,1242842,40,1205.2,780.7,1457.4,773.0,5.2,303
L,1242948,1243011,64,1446.8,774.5,492.4,833.0,19.4,490
R,1242949,1243012,64,1449.5,738.1,527.2,836.7,18.9,450
L,1243196,1243222,27,514.2,844.9,329.8,841.0,3.7,252
R,1243196,1243223,28,529.3,832.6,341.8,832.7,3.8,251
L,1243405,1243450,46,322.9,845.1,870.8,804.7,11.2,402
R,1243404,1243457,54,320.1,838.8,863.3,810.9,11.1,461
L,1243643,1243669,27,876.9,813.0,1004.7,813.2,2.7,178
R,1243643,1243669,27,864.0,811.0,1005.4,803.8,3.0,195
L,1243787,1243803,17,995.8,812.8,980.8,765.9,1.0,87
R,1243789,1243805,17,989.2,795.0,980.0,746.4,1.0,80
L,1243970,1243991,22,978.2,768.9,1044.0,714.5,1.8,140
R,1243969,1243997,29,980.2,754.0,1040.6,691.3,1.8,161
R,1244068,1244114,47,1042.4,703.7,1410.7,615.6,7.9,305
L,1244069,1244116,48,1041.9,730.9,1390.2,649.4,7.4,251
R,1244313,1244325,13,1437.8,616.1,1407.0,605.4,0.7,61
L,1244314,1244326,13,1430.2,645.1,1398.6,634.0,0.7,60
L,1244533,1244573,41,1396.7,633.7,1018.9,783.9,8.4,346
R,1244533,1244575,43,1409.6,594.6,1037.0,776.9,8.6,346
L,1244999,1245951,953,999.0,780.1,1062.7,708.9,2.0,869
R,1245002,1245988,987,1029.6,750.4,1134.6,714.6,2.3,810
L,1246233,1246252,20,1034.6,753.3,1110.2,738.5,1.6,129
R,1246233,1246253,21,1049.1,751.8,1128.8,738.1,1.7,141
L,1246410,1246437,28,1128.2,725.5,1361.2,727.3,4.8,324
R,1246409,1246437,29,1134.4,738.1,1388.1,713.9,5.3,378
L,1246625,1246644,20,1396.4,723.2,1304.4,727.5,1.9,141
R,1246624,1246645,22,1399.5,708.7,1306.4,716.6,1.9,138
L,1246722,1246749,28,1282.6,722.3,1105.7,723.1,3.7,257
R,1246723,1246750,28,1278.6,723.3,1111.2,728.3,3.5,226
R,1246936,1246944,9,1103.8,743.4,1083.7,745.8,0.4,52
L,1246936,1246945,10,1103.6,733.7,1080.1,735.6,0.5,57
L,1247010,1247743,734,1080.2,736.6,1115.7,806.4,1.6,330
R,1247009,1247747,739,1085.6,739.3,1178.0,854.8,3.1,750
R,1247841,1248055,215,1140.7,855.3,1134.1,788.0,1.4,799
L,1247840,1248062,223,1126.1,839.2,1137.4,774.5,1.3,632
L,1248226,1248238,13,1145.0,781.6,1110.4,761.9,0.8,86
R,1248226,1248238,13,1147.3,772.2,1113.9,744.9,0.9,81
R,1248443,1248473,31,1128.5,753.6,1391.9,729.6,5.5,360
L,1248443,1248475,33,1132.9,770.8,1374.1,745.5,5.0,296
R,1248663,1248679,17,1372.2,739.5,1325.6,726.8,1.0,91
L,1248662,1248680,19,1374.3,752.5,1324.1,749.7,1.0,102
L,1248781,1248851,71,1333.9,753.0,232.7,811.4,22.1,576
R,1248783,1248853,71,1331.4,732.1,233.6,828.1,22.1,577
L,1249100,1249126,27,281.8,818.6,422.9,813.2,2.8,187
R,1249100,1249127,28,282.5,807.5,435.1,803.0,3.0,215
L,1249299,1249321,23,436.8,816.0,549.2,816.0,2.3,180
R,1249297,1249321,25,435.8,811.7,563.5,818.7,2.6,204
R,1249431,1249595,165,566.9,819.3,713.1,795.0,3.0,772
L,1249418,1249614,197,566.6,819.7,698.2,814.6,2.7,750
R,1249777,1249801,25,712.1,815.6,837.5,808.6,2.6,212
L,1249776,1249802,27,693.5,828.1,828.0,816.3,2.8,200
L,1250015,1250039,25,828.7,828.1,966.8,827.1,2.9,216
R,1250016,1250039,24,815.6,806.3,945.3,804.6,2.7,212
L,1250269,1250301,33,966.4,820.4,710.4,822.3,5.3,314
R,1250270,1250302,33,930.1,807.7,702.5,829.9,4.8,263
R,1250505,1250678,174,719.3,816.0,1138.9,761.3,8.8,1111
L,1250492,1250687,196,741.6,831.9,1152.8,785.6,8.6,1209
R,1250909,1250933,25,1113.8,793.2,1250.8,790.5,2.9,197
L,1250909,1250942,34,1141.8,808.7,1288.0,818.6,3.0,153
L,1251105,1251128,24,1292.4,815.8,1192.8,821.7,2.1,142
R,1251106,1251130,25,1267.4,793.5,1166.8,812.9,2.1,139
R,1251369,1251379,11,1167.4,813.5,1194.9,810.9,0.6,59
L,1251372,1251380,9,1203.4,822.4,1219.8,818.0,0.3,44
R,1251540,1251566,27,1201.1,814.6,1379.1,807.9,3.7,245
L,1251541,1251571,31,1221.2,824.0,1396.4,824.0,3.6,198
L,1251653,1251874,222,1409.9,819.7,1511.6,794.8,2.1,710
R,1251653,1251874,222,1384.6,804.6,1497.5,762.5,2.4,927
L,1251945,1251958,14,1499.8,815.9,1535.6,815.8,0.7,58
R,1251944,1251965,22,1487.2,764.3,1535.8,788.2,1.1,93
L,1252098,1252171,74,1526.3,791.8,384.5,822.5,22.9,499
R,1252099,1252176,78,1515.0,770.1,397.1,867.5,22.5,455
L,1252283,1252306,24,387.1,842.3,273.6,857.8,2.3,168
R,1252288,1252306,19,396.4,870.9,322.3,884.2,1.5,113
L,1252588,1252611,24,301.0,844.3,413.9,856.2,2.3,146
R,1252587,1252613,27,322.8,891.9,452.5,885.3,2.6,169
L,1252788,1252812,25,425.8,842.4,542.8,859.1,2.4,174
R,1252787,1252812,26,455.1,893.3,581.3,894.9,2.5,203
L,1252998,1253037,40,547.9,847.7,761.2,883.5,4.4,169
R,1252997,1253038,42,575.8,894.2,791.8,874.8,4.5,169
R,1253235,1253258,24,790.0,867.9,931.3,861.1,2.9,192
L,1253236,1253260,25,771.2,853.8,917.3,886.7,3.1,206
L,1253392,1253407,16,942.6,890.0,936.3,858.6,0.7,94
L,1253438,1253506,69,948.9,856.4,1192.1,868.7,5.0,140
R,1253439,1253506,68,974.5,869.6,1225.0,837.5,5.2,109
L,1253699,1253716,18,1226.2,861.0,1289.1,856.1,1.3,96
R,1253699,1253716,18,1251.0,816.9,1309.5,780.7,1.4,101
L,1253878,1253901,24,1328.7,852.5,1404.8,851.3,1.6,80
R,1253879,1253902,24,1349.4,767.1,1435.6,882.0,2.9,234
L,1254140,1254155,16,1521.8,841.7,1560.0,854.7,0.8,54
R,1254093,1254488,396,1538.5,862.2,363.6,913.2,23.4,253
L,1254377,1254493,117,1482.8,837.4,296.9,834.1,23.6,762
L,1254646,1254657,12,299.0,837.0,293.0,866.1,0.6,48
L,1254836,1254855,20,279.8,908.1,301.0,971.0,1.3,89
R,1254800,1254884,85,317.6,1016.8,444.5,1066.5,2.7,299
L,1254923,1254995,73,368.9,984.0,369.2,958.1,0.5,68
L,1255054,1255066,13,359.9,932.9,358.3,931.7,0.0,61
L,1255142,1255158,17,363.5,947.7,391.4,904.3,1.0,97
R,1254995,1255163,169,435.2,1015.0,468.4,963.9,1.2,135
R,1255210,1255217,8,494.3,951.4,501.6,932.6,0.4,56
R,1255259,1255268,10,507.7,927.3,503.9,953.0,0.5,56
L,1255447,1255475,29,449.3,915.5,447.9,900.3,0.3,80
