,eye,fix_num,fix_word_num,norm_fix_word_num,norm_in_word_reg,norm_out_word_reg,zscored_zipf_fixdur_corr,zipf_fixdur_corr,zscored_word_length_fixdur_corr,word_length_fixdur_corr,norm_total_viewing,blink_num,blink_dur,blink_freq,sac_num,norm_sac_num,mean_pupil,pupil_slope,reading,run,page,is_MWreported,is_MWvalid,MW_start,MW_end,page_start,page_end,win_start,win_end,win_dur,task_start,norm_pupil,sub_id
27,L,66,66,3.079219930950797,0.0909090909090909,0.4090909090909091,1.2658058919745903,0.2868622926297735,-1.4896574346470692,-0.2814229883685609,266.8181818181818,4,391.0,0.1866193897545938,66,3.079219930950797,2461.505738278516,-0.0437657579430206,History of Film,2,4,True,True,2657.636,2679.07,2657.632,2679.667,2657.636,2679.07,21.4340000000002,2329.271,1.3870123755977812,s10093
28,L,9,9,4.36257876878311,0.2222222222222222,0.1111111111111111,3.3387178831046644,0.8378687192068905,-2.6407743656594502,-0.529646333201164,195.44444444444449,0,,,9,4.36257876878311,1704.1022286821706,0.0148400821774454,The Voynich Manuscript,5,8,True,False,6092.704,6094.767,6081.629,6098.216,6092.704,6094.767,2.063000000000102,5686.035,0.9602296853140594,s10093
29,L,7,7,3.4687809712586217,0.1428571428571428,0.1428571428571428,1.2065393569531833,0.2711084922670528,-1.3469981832349296,-0.2506603824135837,262.7142857142857,0,,,7,3.4687809712586217,1467.404160475483,0.0549151336936281,History of Film,2,3,True,False,2609.742,2611.76,2596.318,2614.221,2609.742,2611.76,2.018000000000029,2329.271,0.8268547576113248,s10093
30,L,16,16,3.3312513012701204,0.1875,0.25,-0.6876748427734104,-0.2323977838455111,-1.5789317547202775,-0.3006738305195307,268.9375,0,,,16,3.3312513012701204,1307.3526228143214,-0.0554536266965564,History of Film,2,8,True,False,3006.456,3011.259,2987.752,3020.063,3006.456,3011.259,4.802999999999884,2329.271,0.7366687141594256,s10093
31,L,8,8,3.498032356800291,0.25,0.25,0.17948706595718636,-0.0018950964965161,0.6577886465466458,0.1816457362420377,228.625,1,142.0,0.4372540446000363,8,3.498032356800291,1534.576486013986,-0.0859022502711602,The Voynich Manuscript,5,4,True,False,5877.488,5879.775,5857.82,5880.978,5877.488,5879.775,2.2869999999993524,5686.035,0.8647051048076491,s10093
32,L,10,10,3.898635477582763,0.1,0.3,-1.209526443868173,-0.3711125904331339,0.8757922368748232,0.2286553656887917,215.2,0,,,10,3.898635477582763,1710.185113016368,0.2499048663379195,Serena Williams,1,5,True,False,1450.739,1453.304,1429.399,1454.362,1450.739,1453.304,2.5650000000000546,1007.03,0.9636572766942696,s10093
33,L,11,11,3.097718952407436,0.0909090909090909,0.2727272727272727,-1.335226171643194,-0.4045251801230956,-0.4641207817882093,-0.060279391777399,252.0,3,72.33333333333333,0.8448324415656644,11,3.097718952407436,1768.2985809470183,0.051180376445403,The Voynich Manuscript,5,1,True,False,5751.41,5754.961,5726.934,5755.738,5751.41,5754.961,3.5510000000003856,5686.035,0.9964031273153976,s10093
34,L,13,13,3.532608695652331,0.3846153846153846,0.1538461538461538,-0.9870327785296724,-0.3119709384967303,1.0765877384091695,0.2719542953417163,263.0,0,,,13,3.532608695652331,1832.7334963325184,-0.0664289093180331,Serena Williams,1,3,True,False,1296.084,1299.764,1270.724,1312.768,1296.084,1299.764,3.679999999999836,1007.03,1.0327109951665556,s10093
35,L,15,15,3.496503496503526,0.3333333333333333,0.2,-2.062147798897424,-0.5977502132884533,1.543015087900573,0.3725332666807422,270.4,0,,,15,3.496503496503526,1378.1330692146353,0.0822171321636929,History of Film,2,5,True,False,2791.716,2796.006,2765.536,2796.33,2791.716,2796.006,4.289999999999964,2329.271,0.7765521698755311,s10093
36,L,17,17,3.455284552845477,0.2941176470588235,0.1764705882352941,-0.013119869937900527,-0.0530924748394639,-0.6046719066567826,-0.0905874077529601,248.2941176470588,2,51.5,0.4065040650406444,17,3.455284552845477,1906.9362293083173,0.0443246461939186,Pluto,3,2,True,False,3716.814,3721.734,3690.592,3722.55,3716.814,3721.734,4.920000000000073,3591.057,1.0745228452630695,s10093
