,run,reading,page_num,num_blinks,num_fixations,num_saccades,norm_blink_freq,pupil_slope,mean_pupil_size,mean_blink_duration,norm_pupil_size,norm_num_word_fix,norm_saccade_count,norm_in_word_regression,norm_out_word_regression,zscored_zipf_duration_correlation,zipf_duration_correlation,norm_total_viewing,zscored_word_length_duration_correlation,word_length_duration_correlation,reported_MW,valid_MW,win_start,win_end,task_start,page_start,page_end,win_duration,win_type,sub_id
367,2,History of Film,7,14,178,179,0.3374225735701719,0.0028500757586862,1028.864885124884,0.1084285714285714,0.9850811965179308,2.675278976163506,4.314188619218627,0.196629213483146,0.1685393258426966,-0.26043893708017907,-0.109154223200459,0.2925765765765765,0.3849092375454252,0.1090266003722157,0,0,,,3253.594,3607.994,3649.485,41.49099999999999,NR,s10081
368,2,History of Film,8,1,5,4,1.2690355329949063,-0.7932131600082444,1006.8200901066442,0.08,0.9639745251099312,5.076142131979625,5.076142131979625,0.2,0.2,-0.7180069504974013,-0.213970365527026,0.19775,0.08449135619617928,0.0464410082313007,1,0,3649.727,3650.515,3253.594,3649.651,3653.785,0.7880000000000109,,s10081
369,2,History of Film,9,13,177,178,0.3185025480203857,0.0225530985834034,1052.599356872396,0.1088461538461538,1.0078056398979984,3.0380243041944484,4.361034888279128,0.1073446327683615,0.1581920903954802,-0.330212142546172,-0.125137329580834,0.2569596774193548,-0.020750380581057395,0.0245161601345108,0,0,,,3253.594,3703.237,3744.053,40.8159999999998,NR,s10081
370,3,Serena Williams,0,14,194,195,0.3251956981254761,-0.0046508379283614,1110.0557734934632,0.0987142857142857,1.0628169795316216,3.461011358621139,4.529511509604847,0.1288659793814432,0.1185567010309278,0.2546009727680621,0.0088271367537628,0.2277718120805369,-0.5219225791014376,-0.0798922681124682,0,0,,,4132.53,4132.641,4175.692,43.05100000000039,NR,s10081
371,3,Serena Williams,1,0,7,6,0.0,0.7292283596163349,1085.2173913043478,0.0,1.0390356029872627,4.354136429609071,4.354136429609071,0.1428571428571428,0.0,4.320686651908174,0.9402546027470065,0.2438333333333333,-1.4864316666666457,-0.2808269531566869,1,0,4181.09,4182.468,4132.53,4175.883,4183.957,1.3779999999997017,,s10081
372,3,Serena Williams,2,10,167,168,0.2704091290121971,0.0377514929458546,1083.5287984936697,0.0883,1.037418868807271,3.4882777642573437,4.542873367404912,0.1017964071856287,0.1377245508982036,0.02198671250900185,-0.0444583392750672,0.2248449612403101,0.2706837382325001,0.0852301789342378,0,0,,,4132.53,4229.5,4266.481,36.98099999999977,NR,s10081
373,3,Serena Williams,3,3,26,25,0.4575263077627111,-0.2350726842330929,1026.265444489907,0.0923333333333333,0.9825923759468316,2.592649077322029,3.8127192313559255,0.1153846153846153,0.2307692307692307,0.13314337437506044,-0.0189954307039753,0.336235294117647,-0.2397936179659883,-0.0211167784063938,1,1,4268.393,4274.95,4132.53,4266.657,4275.464,6.556999999999789,MR,s10081
374,3,Serena Williams,4,5,41,40,0.4866653688923765,-0.046610855984884,986.6812347189212,0.0874,0.9446926854352964,3.0173252871327345,3.893322951139012,0.1463414634146341,0.1707317073170731,1.5533090515194607,0.3063251410536093,0.2833548387096773,-2.1090737136322186,-0.4105410068813042,1,1,4326.895,4337.169,4132.53,4322.832,4340.805,10.273999999999432,MR,s10081
375,3,Serena Williams,5,1,15,14,0.3025718608170006,-0.190108501726822,958.8467465601344,0.147,0.9180427032108628,3.933434190621008,4.236006051438009,0.0666666666666666,0.0666666666666666,-0.33172234356882735,-0.1254832747533346,0.2392307692307692,0.11348136684901487,0.0524804522708181,1,0,4416.287,4419.592,4132.53,4380.779,4423.123,3.304999999999381,,s10081
376,3,Serena Williams,6,4,44,43,0.3399915002124852,0.4496489831964919,1247.50661652932,0.134,1.1944185560629512,2.549936251593639,3.654908627284216,0.1136363636363636,0.2045454545454545,1.742119774436757,0.3495764414630982,0.3225333333333333,-0.5873590382812142,-0.0935245443504133,1,1,4468.123,4479.888,4132.53,4434.102,4480.295,11.765000000000327,MR,s10081
377,3,Serena Williams,7,3,24,23,0.4744583267436103,0.2564442792737768,1051.0868821435558,0.156,1.0063575290360869,2.846749960461662,3.637513838367679,0.0833333333333333,0.2083333333333333,-0.28047231353082325,-0.1137433141678334,0.3233888888888889,-0.1671028476867834,-0.005973222767592,1,1,4527.21,4533.533,4132.53,4491.609,4535.902,6.32300000000032,MR,s10081
378,3,Serena Williams,8,14,181,182,0.3462603878116284,0.0181470307982653,1036.1109110887703,0.0882142857142857,0.9920188654283036,3.3884052235852207,4.501385041551169,0.149171270718232,0.1160220994475138,0.4119650984668463,0.044874893836161,0.231978102189781,-0.44536043598132186,-0.0639421953630388,0,0,,,4132.53,4547.614,4588.046,40.4320000000007,NR,s10081
379,3,Serena Williams,9,2,31,30,0.3035822707953557,-0.3272879228984662,1053.1150597254489,0.0585,1.0082993968440055,3.3394049787489126,4.553734061930336,0.1612903225806451,0.1612903225806451,-2.0989510616701694,-0.5303063642362212,0.2632727272727273,0.2583608913567342,0.0826629793217585,1,1,4588.396,4594.984,4132.53,4588.218,4598.612,6.588000000000648,MR,s10081
380,4,Prisoners Dilemma,0,13,177,178,0.336630586773004,0.0546199794559254,1041.2418504638913,0.103,0.9969314559656818,3.5475684913770418,4.609249572738055,0.1073446327683615,0.1581920903954802,0.406248012292057,0.0435652679431387,0.2130802919708029,-0.8688455671196772,-0.1521661971306138,0,0,,,4890.154,4890.266,4928.884,38.61800000000039,NR,s10081
381,4,Prisoners Dilemma,1,2,24,23,0.3593244699964194,-0.0811422367254907,1166.2684938253644,0.1635,1.1166375487867923,2.8745957599713554,4.132231404958824,0.1666666666666666,0.1666666666666666,1.4631793225545282,0.2856789196788009,0.3353125,-1.6604112050371773,-0.3170718410455818,1,1,4967.691,4973.257,4890.154,4929.07,4976.284,5.565999999999804,MR,s10081
382,4,Prisoners Dilemma,2,4,29,28,0.5922416345869198,-0.3074573303877926,983.5411621480456,0.08625,0.941686239700786,3.109268581581329,4.145691442108438,0.1724137931034483,0.1034482758620689,-1.195502940456584,-0.3233514546249007,0.2607619047619047,0.2767056944737157,0.0864847237553066,1,1,4988.026,4994.78,4890.154,4986.999,4995.42,6.753999999999905,MR,s10081
383,4,Prisoners Dilemma,3,23,210,210,0.4297458893871415,0.0286228642019472,1013.7123133064453,0.101695652173913,0.9705734474509388,2.8026905829596185,3.923766816143466,0.1142857142857142,0.1619047619047619,0.42548341965719666,0.0479715663227756,0.2828933333333333,-0.17704812789394783,-0.0080451075967414,0,0,,,4890.154,5036.989,5090.509,53.52000000000044,NR,s10081
384,4,Prisoners Dilemma,4,22,196,196,0.464468183929401,0.0389170869321045,958.7999385797052,0.0969545454545454,0.9179978871596648,2.9134822446480606,4.13798927500739,0.1326530612244898,0.1785714285714285,0.6058640087369221,0.0892917568595446,0.2668405797101449,-0.5428309965457819,-0.0842480863500733,0,0,,,4890.154,5090.68,5138.046,47.36599999999999,NR,s10081
385,4,Prisoners Dilemma,5,2,26,25,0.313577924114157,-0.2309352168314577,993.9753263828168,0.1645,0.9516763745937707,2.3518344308561776,3.9197240514269622,0.1923076923076923,0.2692307692307692,1.3394577567740698,0.2573377400782817,0.3726666666666667,-0.9592197453409478,-0.1709937097700874,1,1,5171.415,5177.793,4890.154,5138.217,5180.74,6.377999999999702,MR,s10081
386,4,Prisoners Dilemma,6,3,26,25,0.4442470013327606,0.0226530955260526,1061.9847239293026,0.0933333333333333,1.0167916095270964,2.36931734044139,3.702058344439672,0.0384615384615384,0.2692307692307692,0.9567364134923778,0.1696668941875518,0.353,-0.8725747986726243,-0.1529431021667706,1,1,5210.167,5216.92,4890.154,5194.398,5217.351,6.752999999999702,MR,s10081
387,4,Prisoners Dilemma,7,2,30,29,0.2550369803621641,-0.0184387885769137,921.885710737106,0.1385,0.8826545566043514,2.040295842897313,3.69803621525138,0.1333333333333333,0.1666666666666666,-1.3051777824877564,-0.348474919366526,0.4347499999999999,1.1374679174315587,0.2658059851076549,1,1,5276.103,5283.945,4890.154,5245.44,5284.495,7.8419999999996435,MR,s10081
388,4,Prisoners Dilemma,8,17,186,187,0.3882076225708464,0.0435291107763478,929.9961859962624,0.1135882352941176,0.8904198878816931,3.037153753054269,4.270283848279311,0.1881720430107527,0.1075268817204301,-0.0512448544036021,-0.0612336603535316,0.2580075187969925,-0.1659483517688918,-0.0057327084203068,0,0,,,4890.154,5303.327,5347.118,43.79100000000017,NR,s10081
389,4,Prisoners Dilemma,9,4,30,29,0.4753981459472444,0.074133376437639,944.6983101380268,0.0915,0.904496358223245,2.733539339196655,3.446636558117522,0.1333333333333333,0.1666666666666666,0.15312073093833273,-0.0144191723392211,0.3156956521739131,-0.14869041084497012,-0.0021373883048543,1,1,5347.482,5355.896,4890.154,5347.29,5356.933,8.41399999999976,MR,s10081
390,5,Pluto,0,1,15,14,0.2604166666666568,-0.2166090894651307,906.4029335079186,0.171,0.867830654128083,2.0833333333332544,3.6458333333331954,0.2666666666666666,0.1333333333333333,1.5942448219298424,0.3157023907995828,0.426375,-2.075604323451365,-0.4035683806392967,1,0,5813.317,5817.157,5781.707,5781.817,5820.518,3.8400000000001455,,s10081
391,5,Pluto,1,12,181,182,0.2736352442194538,-0.0079676083519847,929.5081170695786,0.0949166666666666,0.889952588891095,3.101199434487143,4.150134537328382,0.1657458563535911,0.1381215469613259,-0.09319186305440061,-0.0708425567361264,0.2611544117647058,0.5089684452100958,0.1348716630474293,0,0,,,5781.707,5831.187,5875.041,43.85400000000027,NR,s10081
392,5,Pluto,2,12,182,183,0.2792451073930145,0.0245207713973461,933.1474759071524,0.0908333333333333,0.8934370735985697,3.2811300118679205,4.258487887743471,0.1263736263736263,0.1318681318681318,-0.04744249128719025,-0.060362644412949,0.2423049645390071,0.21081750499050664,0.0727583392425766,0,0,,,5781.707,5875.215,5918.188,42.97299999999996,NR,s10081
393,5,Pluto,3,1,15,14,0.2951593860684839,-0.9081041390193906,899.8069085217899,0.08,0.8615153251868983,2.9515938606848398,4.132231404958775,0.1333333333333333,0.2,-0.06089970960110989,-0.0634453199251145,0.3182999999999999,-0.31678778809032687,-0.0371568546727867,1,0,5932.377,5935.765,5781.707,5918.358,5937.832,3.38799999999992,,s10081
394,5,Pluto,4,11,213,214,0.2189795552724336,-0.0040964123896861,935.7837649219432,0.0780909090909091,0.8959611744543801,3.0458065415165776,4.26014771166371,0.1643192488262911,0.136150234741784,-0.3536100950399642,-0.1304971516112768,0.2701372549019608,-0.011616628684715422,0.0264189805270034,0,0,,,5781.707,5967.814,6018.047,50.23299999999927,NR,s10081
395,5,Pluto,5,10,177,176,0.2459238128027963,0.0343225937360599,903.3652285116748,0.106,0.8649222196818972,3.2216019477166324,4.3282591053292165,0.1638418079096045,0.1129943502824858,-0.19407830253715966,-0.093952842179098,0.2486259541984733,0.34445783292298415,0.1005994218705337,0,0,,,5781.707,6018.22,6058.883,40.66299999999956,NR,s10081
396,5,Pluto,6,7,150,150,0.2012014601477384,0.0025950826440887,946.7486963376116,0.1047142857142857,0.9064594895537166,3.5641401511885085,4.31145986030868,0.1,0.1133333333333333,0.7322585667661531,0.1182452448552524,0.222,-0.48143894373976304,-0.0714583750307785,0,0,,,5781.707,6059.054,6093.845,34.79100000000017,NR,s10081
397,5,Pluto,7,14,174,175,0.3447087211306482,-0.0059877601654396,849.9685849711777,0.0975714285714285,0.813797888130306,3.2747328507411577,4.308859014133103,0.160919540229885,0.1206896551724138,0.09482358158785353,-0.0277734325243212,0.2424360902255639,0.3825153421219903,0.1085278838446701,0,0,,,5781.707,6094.018,6134.632,40.61399999999958,NR,s10081
398,5,Pluto,8,1,15,14,0.326583932070456,0.0897228078321154,855.5486162405294,0.059,0.8191404593064553,4.245591116915928,4.572175048986384,0.0,0.2,0.676681863365432,0.1055141633922226,0.2274615384615384,-2.401896119874268,-0.4715442454517843,1,0,6150.083,6153.145,5781.707,6134.803,6156.373,3.062000000000808,,s10081
399,5,Pluto,9,11,160,161,0.285729128785914,0.0034775605437391,865.9126553291063,0.0911818181818181,0.829063453252249,3.1949711673334016,4.1820354304120135,0.14375,0.1,0.3044812659089532,0.0202533286024908,0.2489918699186992,-0.4491431887619188,-0.064730250393695,0,0,,,5781.707,6179.707,6218.205,38.49799999999959,NR,s10081
400,1,Prisoners Dilemma,0,40,258,258,0.6857299595419325,-0.0137840711687183,896.9750043039378,0.101825,1.2107750445570564,2.862922581087568,4.422958239045465,0.1511627906976744,0.2170542635658914,0.502389211030806,0.0655885503294861,0.2742994011976048,-0.11198167122822814,0.0055100865902556,0,0,,,694.972,695.059,753.391,58.332,NR,s10073
401,1,Prisoners Dilemma,1,2,8,7,1.1454753722795086,0.3116273326092877,954.9786277367538,0.1345,1.2890708046499892,2.290950744559017,4.00916380297828,0.25,0.25,-1.2723386746818983,-0.3409523904818032,0.5700000000000001,0.6138412046777286,0.1567196426725277,1,0,768.392,770.138,694.972,753.559,774.551,1.745999999999981,,s10073
402,1,Prisoners Dilemma,2,8,57,56,0.5950609937518563,-0.0208453925102505,749.2318931255529,0.09825,1.011345103743017,1.933948229693533,4.165426956262994,0.2807017543859649,0.2105263157894736,0.26915444057553006,0.0121609326230596,0.5111153846153846,0.42118076036818736,0.1165829905694964,1,1,832.502,845.946,694.972,829.123,848.571,13.444000000000074,MR,s10073
403,1,Prisoners Dilemma,3,23,204,204,0.4174228675136114,0.067743122318566,784.9478983059762,0.405,1.0595560879468464,2.304900181488202,3.7023593466424662,0.1911764705882352,0.1715686274509804,0.5295864184631225,0.0718186763031553,0.3074960629921259,-0.3948497518420182,-0.0534193827325017,0,0,,,694.972,889.562,944.662,55.10000000000002,NR,s10073
404,1,Prisoners Dilemma,4,41,247,248,0.644704772387766,-0.0405114773961545,768.9732736995956,0.2201219512195122,1.0379928596219032,2.437298529758628,3.899677647613805,0.1497975708502024,0.2064777327935222,0.18390940433253392,-0.0073663411143466,0.2910064516129031,-0.7139275185086661,-0.1198923598939958,0,0,,,694.972,944.824,1008.419,63.59500000000003,NR,s10073
405,1,Prisoners Dilemma,5,29,236,236,0.479125018586746,0.0231839722093442,767.9944607366871,0.1866206896551724,1.0366716162170235,2.2469311216481884,3.8990863581542095,0.1949152542372881,0.1652542372881356,0.11611818193019664,-0.022895430140367,0.3453308823529411,-0.1638119839237282,-0.0052876422144609,0,0,,,694.972,1008.598,1069.125,60.52700000000005,NR,s10073
406,1,Prisoners Dilemma,6,2,16,15,0.5036514731805586,-0.3478485276531991,684.0293190038744,0.133,0.9233318935547656,2.518257365902793,3.7773860488541895,0.1875,0.125,0.7444861737218963,0.1210462505055706,0.344,0.6179390934949633,0.1575733495058307,1,0,1069.346,1073.317,694.972,1069.287,1081.202,3.971000000000004,,s10073
407,1,Prisoners Dilemma,7,30,215,216,0.5381841666218186,-0.0105569300702179,783.4258258234112,0.2195,1.0575015297160664,2.368010333136002,3.8749259996770937,0.1953488372093023,0.2046511627906976,0.1673212359342666,-0.0111662304614729,0.3110151515151515,-0.1292573265620936,0.0019110760592034,0,0,,,694.972,1135.054,1190.797,55.74299999999994,NR,s10073
408,1,Prisoners Dilemma,8,3,25,24,0.4245683555052345,-0.1291641311814043,632.0262381944804,0.212,0.8531359213348274,1.981318992357761,3.396546844041876,0.16,0.28,2.203832940451717,0.4553421232939786,0.3802142857142858,-2.543572814719272,-0.5010595319574308,1,1,1230.532,1237.598,694.972,1190.963,1238.746,7.066000000000031,MR,s10073
409,1,Prisoners Dilemma,9,26,232,232,0.4080479613296096,-0.0570046349938916,811.2539767247995,0.4118846153846153,1.0950651524323043,2.118710568442204,3.641043347248824,0.1767241379310344,0.2198275862068965,-0.22900417407837556,-0.1019533907642227,0.3188074074074074,0.0784594795636039,0.0451843967104578,0,0,,,694.972,1263.546,1327.264,63.71799999999985,NR,s10073
410,2,Pluto,0,53,255,255,0.8149332677286447,-0.0284580638184459,759.5846319577223,0.1917169811320754,1.0253196713292505,2.168030014146017,3.920905344732159,0.192156862745098,0.2235294117647059,0.7931481408065867,0.1321933576421632,0.3298297872340425,0.09648516375076117,0.0489396595913875,0,0,,,1753.852,1753.957,1818.993,65.03599999999983,NR,s10073
411,2,Pluto,1,55,248,248,0.815128790348876,0.076073376947083,938.1361306022802,0.2389818181818181,1.2663360850417555,1.882206479532859,3.675489818300386,0.2217741935483871,0.2258064516129032,0.21938885922851303,0.0007610180650527,0.3593700787401575,0.10400839474709701,0.0505069626580488,0,0,,,1753.852,1819.173,1886.647,67.47399999999993,NR,s10073
412,2,Pluto,2,41,215,216,0.7345827211810646,0.0089787205994439,882.7502998138807,0.1682682926829268,1.1915739328982928,2.5262478947934173,3.869996775002682,0.1488372093023255,0.1813953488372093,-0.044315658226469545,-0.0596463736739254,0.2924751773049645,-0.07277053046962985,0.0136788828412508,0,0,,,1753.852,1886.812,1942.626,55.81400000000008,NR,s10073
413,2,Pluto,3,25,185,186,0.5694371683028492,-0.0090361314653736,732.1443270923525,0.09812,0.9882795797028292,2.86996332824636,4.236612532173198,0.1405405405405405,0.2054054054054054,-1.051911901077346,-0.2904587296549183,0.2764047619047619,0.38144093041138577,0.1083040533163097,0,0,,,1753.852,1942.791,1986.694,43.90300000000002,NR,s10073
414,2,Pluto,4,36,258,259,0.5995703079459709,-0.0382805780716623,712.5586367849738,0.1083333333333333,0.9618419811735378,2.4482454241127143,4.313575271055735,0.1627906976744186,0.2015503875968992,0.5303615905261235,0.0719962467252578,0.3209047619047619,-0.3146635784957952,-0.0367143213764726,0,0,,,1753.852,1986.86,2046.903,60.04300000000012,NR,s10073
415,2,Pluto,5,28,203,204,0.5514307658979455,-0.0642241605412968,744.5441646590906,0.2203214285714285,1.0050174083048853,2.3829686669161214,4.017567008685031,0.1625615763546798,0.2167487684729064,-0.5130960563726072,-0.1670309623933888,0.3087272727272727,0.16101797381760274,0.062383680008585,0,0,,,1753.852,2047.065,2097.842,50.77700000000005,NR,s10073
416,2,Pluto,6,0,19,18,0.0,0.1141293755015551,474.2012320328542,0.0,0.6400970094915158,2.6672137874436896,3.693065244152801,0.1578947368421052,0.2631578947368421,1.5902412862534474,0.3147852918045447,0.3977692307692307,-0.6735097172843979,-0.1114721819362333,1,0,2133.076,2137.95,1753.852,2098.007,2138.902,4.873999999999796,,s10073
417,2,Pluto,7,23,221,222,0.4068132373489941,0.0020063718970898,621.1968554487223,0.1942173913043478,0.8385179595035547,2.3878168279180088,3.9266321170207257,0.1538461538461538,0.2081447963800905,-0.4944737565157672,-0.1627651099408426,0.3267703703703704,0.20573640897850262,0.0716998023765023,0,0,,,1753.852,2155.353,2211.89,56.53699999999981,NR,s10073
418,2,Pluto,8,22,199,200,0.4383343295477181,-0.0483478330976928,739.7947390954686,0.1655909090909091,0.9986064314985946,2.570233114166166,3.9848575413428926,0.1407035175879397,0.1959798994974874,0.07945652109776949,-0.0312935999141709,0.303953488372093,-0.21100247279176965,-0.0151187637041706,0,0,,,1753.852,2212.054,2262.244,50.190000000000055,NR,s10073
419,2,Pluto,9,10,86,85,0.2655901412939548,0.2440942712575017,826.8631875683513,1.5965,1.1161351297047122,1.2748326782109831,2.2575162009986163,0.1511627906976744,0.2674418604651162,0.856204421327098,0.1466378027952716,0.4331875,-0.7150180380102376,-0.1201195461335117,1,1,2277.797,2315.449,1753.852,2262.405,2315.791,37.65200000000005,MR,s10073
420,3,History of Film,0,3,13,12,0.9829619921362608,0.3654512483612369,979.4793733269752,0.0873333333333333,1.3221429540313443,1.6382699868937678,3.9318479685450423,0.4615384615384615,0.0769230769230769,0.867015000012665,0.1491142065667602,0.6018,-2.040101395897769,-0.3961721107045697,1,0,2780.641,2783.693,2735.285,2735.388,2793.894,3.0520000000001346,,s10073
421,3,History of Film,1,27,269,269,0.3756155922205834,-0.0232476186899604,703.9750417863636,0.1205185185185185,0.950255479245352,2.1424000445174016,3.742244233605072,0.1821561338289963,0.2118959107806691,0.2969987989789769,0.0185393029370405,0.3847532467532468,-0.1660252368366622,-0.0057487257674487,0,0,,,2735.285,2823.973,2895.855,71.88200000000006,NR,s10073
422,3,History of Film,2,10,55,54,0.7841292244961874,-0.1666071389290525,1056.8331516767764,0.0864,1.4265583769569998,2.744452285736656,4.234297812279412,0.1636363636363636,0.1272727272727272,0.00796435486230177,-0.0476704725355938,0.2947142857142857,-0.5588390217440211,-0.0875830134574041,1,1,2920.591,2933.344,2735.285,2896.023,2939.006,12.753000000000156,MR,s10073
423,3,History of Film,3,30,245,246,0.4532201290166651,-0.0094058972231773,714.4379204365571,0.1513333333333333,0.9643787182465478,2.0394905805749928,3.7164050579366537,0.2,0.1836734693877551,0.32797035229967747,0.0256340268813415,0.3851333333333333,-0.36440121791823604,-0.0470760867979056,0,0,,,2735.285,2960.994,3027.187,66.19299999999976,NR,s10073
424,3,History of Film,4,23,220,221,0.4078448061850535,-0.0012963996977422,775.0269184056768,0.2266086956521739,1.0461643269465988,2.535730751498376,3.918856615952036,0.1227272727272727,0.2227272727272727,0.3403888092202437,0.0284787509658363,0.2985034965034965,-0.1409990060895514,-0.0005350498593151,0,0,,,2735.285,3027.35,3083.744,56.39400000000023,NR,s10073
425,3,History of Film,5,28,188,189,0.5403423454717385,-0.0768936111496966,946.5505335742916,0.258,1.277694204370024,2.354348790984004,3.6473108319342353,0.1223404255319148,0.1968085106382978,0.06171965468511156,-0.03535662412002,0.3050901639344263,0.14435344436547687,0.0589119843863842,0,0,,,2735.285,3083.91,3135.729,51.81899999999996,NR,s10073
426,3,History of Film,6,24,214,215,0.4160166406656295,-0.0612810097301807,768.1341106309487,0.2269583333333333,1.036860121589119,2.322759577049765,3.726815739296264,0.1542056074766355,0.1962616822429906,-0.012225012493899616,-0.0522952966933991,0.3234179104477612,-0.009915605628938213,0.026773352026839,0,0,,,2735.285,3135.896,3193.586,57.6899999999996,NR,s10073
427,3,History of Film,7,9,55,54,0.7120816520294257,-0.1832609465100793,985.7786036705388,0.0937777777777777,1.3306459233039631,2.452725690323577,4.272489912176554,0.2,0.2,-0.38955620013542064,-0.1387314074099565,0.3320322580645161,-0.2302901020309611,-0.0191369256441581,1,1,3201.547,3214.186,2735.285,3193.75,3217.721,12.639000000000124,MR,s10073
428,3,History of Film,8,29,212,213,0.5360740891361837,-0.0355962583898451,764.8213802506149,0.1542068965517241,1.032388457100579,2.384605430985093,3.937371758138177,0.1886792452830188,0.1839622641509433,-0.29650808813746343,-0.1174166654166099,0.323170542635659,0.11226298196213946,0.0522266280335318,0,0,,,2735.285,3243.844,3297.941,54.09699999999975,NR,s10073
429,3,History of Film,9,23,217,217,0.4269300020418388,-0.023577279937936,786.6846128362403,0.1272173913043478,1.0619003791508084,2.4873313162437563,4.02799175839474,0.1290322580645161,0.2350230414746544,-0.4987949764587723,-0.1637549815911527,0.3229029850746268,0.12601262254776902,0.0550910693707503,0,0,,,2735.285,3298.107,3351.98,53.87300000000005,NR,s10073
430,4,The Voynich Manuscript,0,3,38,37,0.3175275190516556,0.1315814746178488,611.5694060504643,0.1206666666666666,0.8255224184703992,1.5876375952582784,3.91617273497042,0.2105263157894736,0.3157894736842105,1.3082122245507615,0.2501802551655386,0.6334666666666666,-1.6669305450026404,-0.3184300050479173,1,1,3812.605,3822.053,3771.52,3771.624,3823.208,9.447999999999864,MR,s10073
431,4,The Voynich Manuscript,1,23,232,232,0.3846411131179325,0.0134458025285722,602.2176734140425,0.1686521739130434,0.8128990516594857,2.341293732022198,3.879858184493928,0.146551724137931,0.2155172413793103,-0.03744179091338482,-0.0580717613026597,0.3434071428571429,0.472422639902014,0.127258132004602,0,0,,,3771.52,3843.495,3903.291,59.79600000000028,NR,s10073
432,4,The Voynich Manuscript,2,45,259,260,0.6147373022595031,-0.0161268223422843,815.852527547218,0.1830444444444444,1.101272472090261,2.1037676566214105,3.5518155241660176,0.1003861003861003,0.2471042471042471,-0.08971286894111859,-0.0700456156663,0.3544415584415584,0.20227881476633047,0.0709794871270241,0,0,,,3771.52,3903.458,3976.66,73.20199999999977,NR,s10073
433,4,The Voynich Manuscript,3,23,190,190,0.4459697903941997,0.0733316250305785,760.2455262291571,0.2874782608695652,1.02621177455075,2.3655788881779287,3.6840982684738233,0.1,0.2684210526315789,0.06173623938113171,-0.0353528250260984,0.3121967213114753,-0.04944969982066441,0.0185372753870884,0,0,,,3771.52,3976.824,4028.397,51.572999999999865,NR,s10073
